patient_id,ho_ten,cccd,ngay_sinh,so_dien_thoai,email,dia_chi,benh,ket_qua_xet_nghiem,bac_si_phu_trach,ngay_kham
2c3d17e2-6d39-4a75-aee7-0ab261fa8e7a,Trung Xuân Vũ,265982001140,12/06/1973,0708855813,cle@example.net,"4 Bùi Dãy
Thành phố JaneThị xã, 243902",Khỏe mạnh,3.62,Lâm Hải Mai,04/01/2026
b69f75c5-c82b-41be-a1eb-64e6fd498e20,Châu Mai Bảo Đặng,482994643917,26/09/2003,0908462102,jane42@example.org,"407 Hoàng Làng
Thành phố JohnPhường, 352867",Tiểu đường,7.59,Tùng Nguyễn,12/02/2026
cc21cbdb-fb8f-48c4-98b4-8ead93608edf,Thành Xuân Lê,579012485467,22/07/1967,0597471535,jane90@example.net,"3 Mai Khu
Thị xã JohnThành phố, 158896",Khỏe mạnh,11.2,Chị Ngọc Mai,03/04/2026
9d37efb6-eafb-4e90-94ec-84ce002ccb25,Chị Linh Lê,545404482286,26/05/1979,0368057957,nguyenjohn@example.net,"851 Bùi Ngõ
JaneHuyện, 243079",Tiểu đường,11.83,Quý cô Hải Dương,07/05/2026
f7ff88d4-b509-408a-ac98-8bca51397c06,Quang Xuân Bùi,626266304130,12/02/1977,0762083363,john20@example.net,"0 Jane Làng
Thị xã JohnHuyện, 881549",Tim mạch,8.77,Lâm Đặng,04/03/2026
f68c62e6-e2a4-4909-a2dd-22d52afaab7b,Nhật Đặng,981301746058,23/02/1996,0722201283,vujohn@example.org,"10 Jane Dãy
JohnThị xã, 617033",Khỏe mạnh,9.63,Thành Hữu Trần,04/04/2026
a6a5f0ff-93fb-41d0-9d32-6d9cc9ea356a,Chị Chi Trần,935980514559,27/11/1939,0335976199,john54@example.org,"21 Jane Dãy
Thị xã JohnXã, 555292",Tim mạch,7.51,Cô Hà Đặng,09/02/2026
b27b7bb4-68c6-40b2-b0a2-cee8f9722cc1,Khoa Vũ,972498557767,09/09/1967,0558074146,nguyenjane@example.net,"050 Trần Khu
JohnThành phố, 126985",Tiểu đường,6.72,Chị Dương Vũ,16/01/2026
4ef03f80-1d91-4e39-9801-4004793bed1b,Nhật Mai Bảo Vũ,122679173415,06/10/1947,0861495795,xle@example.com,"477 Phạm Khu
Quận JohnThành phố, 800596",Tim mạch,6.67,Tùng Bảo Hoàng,14/02/2026
6319629b-d73e-4bb9-8f9c-a17b8db8dadf,Phương Mai Bảo Hoàng,149699638405,06/06/1967,0393312986,fvu@example.com,"9 John Dãy
Quận JohnQuận, 232315",Tiểu đường,10.2,Hồng Trần,26/03/2026
a091e5b4-d293-4e6e-bf4d-093033b0fb53,Bà Thành Trần,823563129600,16/03/1947,0578831260,zmai@example.net,"7 Jane Ngõ
JohnQuận, 694116",Khỏe mạnh,11.67,Hà Hoàng,20/01/2026
891f4683-de12-4bf1-893d-6196c926a021,Huy Đức Bùi,961475182094,12/06/2001,0332313120,lnguyen@example.com,"653 Jane Khu
JohnHuyện, 957091",Tim mạch,5.48,Khoa Vũ,06/04/2026
1924c644-af52-4666-b239-09f4dbb54645,Chị Thảo Dương,376027839504,11/01/1979,0830652110,jane91@example.org,"7 Nguyễn Hẻm
Huyện JaneQuận, 918430",Tim mạch,11.7,Lan Phạm,08/02/2026
08775804-3fde-4814-8ec0-ad4bd6441a9d,Ông Quang Phạm,407191689366,24/08/1972,0705908936,jane86@example.net,"579 Lê Dãy
JaneQuận, 978343",Khỏe mạnh,6.68,Vũ Vũ,06/01/2026
da9408c0-29b4-4cb1-8cb5-ee5c62f5f7c2,Chị Dương Phạm,460027110117,30/06/1963,0587625268,jane80@example.net,"2 John Khu
JaneThị xã, 494763",Tim mạch,6.45,Bảo Đức Phạm,01/04/2026
d30608be-8548-467b-ad5c-ba244d59616b,Khoa Đức Nguyễn,140090795939,22/12/2004,0308053836,jane41@example.com,"5 Vũ Khu
Quận JohnThành phố, 944554",Huyết áp cao,8.45,Hải Tấn Lê,05/01/2026
4bacbedf-ff5a-429e-bf53-d344a7c854e4,Huy Bùi,062014426750,15/03/1988,0541014853,hoangjohn@example.com,"8 Đặng Khu
Quận JaneThành phố, 593649",Khỏe mạnh,9.14,Bà Nhật Mai,05/02/2026
55ec024a-e64b-4b37-ae01-a122f269921c,Lâm Đặng,742381899683,02/10/1965,0944729378,jane55@example.com,"709 Jane Làng
Thị xã JaneThị xã, 156688",Khỏe mạnh,4.18,Chị Lâm Đặng,21/03/2026
e8184f34-e491-4f7d-91c4-6efcfcb896bb,Anh Dũng Lê,211241006005,11/05/1946,0304672093,odang@example.org,"743 John Dãy
Quận JanePhường, 550268",Huyết áp cao,5.8,Kim Mai Bảo Bùi,01/01/2026
bb0c7919-330c-4ff5-88a5-fa0d09a85dc5,Nam Tấn Mai,212974133410,18/04/1961,0767013159,nguyenjohn@example.org,"21 Mai Khu
Thành phố JohnHuyện, 404955",Tim mạch,6.85,Bác Huy Lê,08/03/2026
5bf7dda1-7d7c-49a5-a6c1-1650ff02f5b0,Chị Xuân Bùi,585959767139,17/12/1937,0828106885,johnle@example.org,"506 Mai Đường
Thành phố JohnThành phố, 823255",Tim mạch,5.42,Kim Dương,15/03/2026
797209c0-40b3-44f8-8c1a-b2c71fa3ed1f,Chị Nhật Nguyễn,480760511701,04/05/1976,0855257262,qtran@example.net,"18 Jane Ngõ
Thị xã JohnXã, 309452",Tiểu đường,7.74,Minh Phạm,11/03/2026
290e3e89-4b9c-42f4-a8e5-c8cdb4146e4a,Vân Dương,555301970630,17/08/1963,0947440623,pdang@example.org,"972 John Ngõ
JohnThị xã, 410401",Khỏe mạnh,7.31,Bảo Nguyễn,20/01/2026
0a190939-dfc7-4b26-acb9-41fcd02c75f9,Quang Đặng,994132661312,03/05/1993,0526631701,tranjohn@example.org,"57 Trần Tổ
JohnThành phố, 520245",Huyết áp cao,6.55,Nhật Đức Bùi,03/04/2026
e2d903c8-a61a-4d8e-abf7-240fccc62fed,Cô Bảo Nguyễn,032569623901,19/01/1957,0555692257,buijane@example.net,"6 Hoàng Đường
Thị xã JaneThành phố, 531262",Khỏe mạnh,5.18,Ông Vũ Vũ,08/05/2026
de4b061e-b45e-4463-832a-09e05071e5f0,Bà Vân Mai,955450687968,27/04/1948,0329832289,epham@example.com,"890 John Dãy
JohnThành phố, 887931",Tiểu đường,9.98,Bác Quang Đặng,24/02/2026
8ced4707-3903-4b65-81c6-1eeb0ce3c8c8,Kim Hải Trần,684161961098,03/11/1997,0816531988,choang@example.org,"17 John Số
JohnXã, 675771",Huyết áp cao,11.05,Ánh Trần,28/04/2026
4dfa21be-a335-42c8-9e7b-1e95f692641a,Quý cô Linh Đặng,437311567392,30/09/1942,0718423278,janedang@example.net,"5 Trần Ngõ
Thành phố JaneHuyện, 970196",Huyết áp cao,7.58,Tùng Mai,14/03/2026
e599bd3c-0bb8-4d38-9b37-ef19b3bc912f,Quý cô Bảo Bùi,539551926353,01/12/1949,0736710774,john31@example.com,"5 Jane Đường
Thị xã JanePhường, 717942",Tim mạch,5.18,Quý cô An Mai,10/01/2026
d6bca712-6ecc-4931-af70-5d018da03d88,Anh Nhiên Lê,195241114642,30/10/1952,0954461611,buijane@example.net,"3 Bùi Tổ
JaneQuận, 244892",Tiểu đường,6.49,Khoa Thế Mai,02/03/2026
8db78572-ef7d-4821-bca0-258eb63d65d5,Chị Mai Hoàng,110214692153,27/11/1974,0368462344,john28@example.net,"1 Mai Dãy
JaneThị xã, 947568",Khỏe mạnh,8.03,Vân Trần,05/01/2026
ab95c72f-0d95-4af5-a534-21bc6180b78a,Mai Vũ,021232928952,06/04/1957,0517752677,jane20@example.net,"0 Dương Ngõ
Thị xã JohnXã, 922405",Huyết áp cao,7.57,Hưng Bùi,17/03/2026
f9cf8499-c9c1-4d45-b4ea-6b976aa415b5,Tùng Thị Nguyễn,571949093700,26/07/1969,0814035282,janepham@example.net,"8 John Khu
JohnPhường, 178086",Tim mạch,6.09,Chị Nhật Mai,24/01/2026
4773e66a-6db2-4020-8a67-01436090103c,Hoàng Lê,939198907486,24/01/1970,0319080156,dangjane@example.net,"590 Dương Tổ
Huyện JohnQuận, 645895",Khỏe mạnh,3.8,Phương Lê,22/03/2026
1789be63-6746-4743-897b-303d8b074d1a,Quang Hoàng Đặng,779195727533,01/06/1980,0530871499,jane39@example.net,"573 John Tổ
JohnThị xã, 369054",Tim mạch,10.85,Nam Mai,14/03/2026
7210045a-823c-4ef9-8d85-65ce83a9c235,Ông Khoa Phạm,924435833824,14/12/1978,0901211147,tranjohn@example.net,"361 Jane Ngõ
Thành phố JanePhường, 447828",Huyết áp cao,5.35,Hương Trần,11/01/2026
8ede9b46-407d-4aff-8b51-a9112d90e4ee,Khoa Phạm,478562698957,24/07/1970,0777399330,cbui@example.net,"618 John Đường
Huyện JohnHuyện, 925115",Tiểu đường,9.73,Trọng Trần,24/02/2026
61a451ff-700b-4b43-ad3b-9d13c3e90323,Hải Văn Dương,546927823321,19/08/1956,0784853319,johnbui@example.net,"50 John Đường
Thị xã JohnHuyện, 320256",Huyết áp cao,6.57,Trung Bảo Mai,28/01/2026
9dec2b83-3885-4f7e-af1a-25a829344e15,Trung Trần,059816313401,16/01/1960,0571922189,maijane@example.net,"1 Trần Làng
JaneHuyện, 234443",Tiểu đường,5.81,Cô Thảo Hoàng,14/01/2026
7c6166df-515a-4b43-b189-1f48e66e2c11,Bác Trọng Vũ,002169675695,06/02/1956,0933802976,jane62@example.org,"6 Đặng Hẻm
JaneThị xã, 566991",Huyết áp cao,8.6,Khoa Mai Bảo Mai,22/01/2026
14fc3a5d-9b4b-4377-a542-deb92cff45f8,Hoàng Mai,985960479020,03/02/1962,0574823058,john10@example.net,"3 Jane Dãy
Huyện JaneQuận, 909652",Huyết áp cao,10.22,Hoàng Dương,08/04/2026
5d264b1b-6593-4659-972e-8c6882aa5c46,Dương Phạm,366555036896,06/12/1957,0332732777,janele@example.org,"7 Nguyễn Làng
JohnThành phố, 377198",Huyết áp cao,9.29,Quang Thị Phạm,11/04/2026
635a11f2-5c7a-483d-8a9d-2704e860bcb1,Quý ông Hưng Nguyễn,662775904226,19/06/1979,0927781633,maijane@example.net,"65 Jane Số
Thị xã JaneHuyện, 610511",Huyết áp cao,11.8,Ông Minh Lê,27/03/2026
83b8fa05-13bc-4dc6-bae0-acdb2a6524af,Trung Lê,679826647554,18/10/1960,0535451476,janehoang@example.net,"51 Dương Dãy
Quận JaneThành phố, 355506",Khỏe mạnh,5.42,Lan Hoàng,26/04/2026
833c8f55-a129-4fa2-a27d-4660293fc266,Xuân Hoàng,367874150869,07/05/1955,0304135652,lejane@example.org,"9 Jane Ngõ
Thị xã JaneThị xã, 278852",Khỏe mạnh,9.99,Quý cô Duyên Lê,24/04/2026
9f8acdeb-2e8f-45a8-847a-3b7ed209383b,Phúc Đặng,355268498073,28/01/1997,0947834227,phamjane@example.com,"886 John Hẻm
JohnXã, 627778",Tim mạch,6.84,Hà Dương,09/05/2026
8a0ea57a-9a7d-409d-a6e8-790b215d3b1f,Xuân Bùi,954270768375,29/05/2006,0936240878,cdang@example.net,"65 Jane Hẻm
JaneQuận, 187889",Tiểu đường,8.5,Trọng Mai,21/03/2026
b58ac738-0166-4221-b063-ae7f41ff81d1,Duyên Mai,695350532870,25/05/1951,0916617017,buijohn@example.net,"12 Hoàng Khu
JaneXã, 483405",Tim mạch,7.53,Thành Phạm,22/03/2026
7b8301cf-8ebc-4d7e-88a6-5b858d56bff6,Bà Phương Mai,705820632238,13/03/2001,0348537411,jane95@example.net,"1 Jane Hẻm
Quận JaneHuyện, 939756",Khỏe mạnh,3.56,Lan Bùi,04/05/2026
d2c0dec2-1751-44d7-8deb-2696015aba1d,Quý cô Khoa Bùi,022456309082,10/05/1947,0865964137,vujohn@example.com,"6 Hoàng Khu
Quận JaneThị xã, 111230",Huyết áp cao,4.51,Bà Mai Nguyễn,27/04/2026
3b4ec9f5-b2cd-4a0a-840c-5cb082b34384,Cô Thành Phạm,967401825090,26/05/1935,0765886227,johnvu@example.com,"93 John Ngõ
JaneHuyện, 955129",Tiểu đường,10.95,Quang Hoàng,07/02/2026
932d1648-6769-40f1-ae01-b9e0746b161a,Thảo Lê,957481494631,08/10/1990,0971411627,maijohn@example.net,"4 Dương Số
JohnHuyện, 913274",Tiểu đường,6.18,Quý ông Nhiên Nguyễn,04/04/2026
61f6dfbe-114b-4c79-8200-79f51dc3c26e,Chị Vi Đặng,140755524859,28/06/1991,0742843399,john43@example.com,"827 Đặng Làng
JohnPhường, 816289",Tiểu đường,11.46,Quý cô Yến Phạm,15/02/2026
43f19b58-df6c-4d60-bdf7-6a69bc45144a,Chị Mai Phạm,668145342321,25/10/1983,0518627447,johntran@example.org,"0 Jane Tổ
JaneXã, 388078",Huyết áp cao,10.7,Anh Minh Vũ,19/03/2026
20d4ba18-93a0-4478-800b-19de38db128d,Vân Bùi,169875441271,16/06/2000,0527894223,maijane@example.com,"18 Đặng Đường
Quận JaneXã, 205641",Huyết áp cao,6.23,Quang Đức Lê,17/04/2026
78aa16ea-44f7-401a-bcb5-26d7434a130e,Quang Xuân Dương,622746443981,21/01/1993,0800997436,janedang@example.com,"29 John Ngõ
JohnXã, 553214",Khỏe mạnh,11.87,Lâm Trí Lê,02/04/2026
6be8c756-2d36-426c-827e-789cce40483b,Anh Minh Mai,950023638226,30/04/1978,0757425863,qvu@example.net,"12 John Khu
JohnThị xã, 880762",Tim mạch,6.65,Anh Phú Đặng,19/04/2026
41f9994a-cf5d-437f-ae8d-5daa8eb7c306,Nam Bảo Trần,923390871082,21/02/1983,0900206645,johnvu@example.com,"7 Jane Khu
JohnQuận, 771697",Tiểu đường,10.89,Huy Hữu Trần,16/01/2026
50405c43-3a6c-4da6-97f7-d71f2978cc73,Khoa Đức Hoàng,924306735426,07/03/1989,0528837964,jane59@example.net,"JohnQuận
341 John Số, 208013",Tiểu đường,8.01,Hà Dương,17/04/2026
65a29cc8-c55b-495d-86bf-d9c40dc78104,Hà Vũ,027452768384,28/06/1956,0740731517,buijane@example.org,"22 John Đường
JaneThị xã, 589887",Tiểu đường,4.19,Tùng Dương,27/01/2026
8a0ec018-b297-49b2-b2cf-fcaef833ebfb,Quý cô Hải Hoàng,959549693376,23/07/1994,0321979547,jane78@example.org,"56 Lê Khu
Thành phố JohnHuyện, 400692",Tiểu đường,8.42,Ông Châu Dương,28/02/2026
cc476b72-6e31-4234-8410-010802568389,Trọng Phạm,985657282098,04/05/1936,0581931032,john68@example.com,"6 Phạm Khu
Thị xã JohnXã, 901676",Huyết áp cao,7.57,Khoa Mai,22/02/2026
1186da93-da7d-4c53-b020-cf0669b41194,Chị Hạnh Trần,745391031335,01/05/1997,0780669367,svu@example.net,"208 John Ngõ
JaneQuận, 849937",Tiểu đường,10.67,Ông Quang Trần,30/01/2026
578799d9-3799-4376-be5b-3ac903c501fe,Hạnh Mai Bảo Đặng,565961686337,19/06/1998,0594307307,dangjohn@example.org,"872 Jane Số
Thành phố JohnThị xã, 908688",Khỏe mạnh,8.69,Anh Hưng Phạm,31/03/2026
85695f97-180d-4855-855f-fde8bc3e1d19,Quý cô Hồng Vũ,961085383872,30/04/1979,0722701990,johnmai@example.net,"4 Jane Đường
Thành phố JohnPhường, 555251",Tiểu đường,11.05,Nam Xuân Vũ,24/04/2026
3e3b1a40-ca05-43a2-a553-b15f1ea15b0f,Ngọc Hoàng,298304594343,16/01/2000,0827443080,janetran@example.org,"9 Nguyễn Đường
JohnPhường, 662407",Tim mạch,4.82,Bảo Dương,15/02/2026
c9df301e-8ef0-4de1-bb4f-19725115d7ee,Bảo Hoàng Nguyễn,562353836960,09/10/1986,0856695628,john40@example.com,"7 John Tổ
JaneHuyện, 971733",Tim mạch,4.28,Cô Phương Lê,29/03/2026
8aa6b006-436a-4b9d-91c5-6a004bb13407,Bảo Văn Mai,791152029876,12/12/1986,0819657041,johnhoang@example.com,"18 Phạm Dãy
Huyện JaneThị xã, 772036",Tim mạch,11.52,Tú Đức Mai,08/05/2026
f013a170-d5cf-4b4c-8b34-fc841111ee29,Chị An Phạm,583145470911,05/12/1949,0969506079,gpham@example.org,"7 Nguyễn Tổ
Thành phố JohnQuận, 787603",Huyết áp cao,10.35,Ông Bảo Nguyễn,12/03/2026
e3f342a8-f030-4fd4-be54-898e8eda6433,Thành Thị Hoàng,206799357375,15/07/1971,0512692851,tranjane@example.org,"386 John Làng
Thị xã JohnPhường, 704570",Khỏe mạnh,9.16,Bảo Bảo Trần,02/02/2026
66cc7376-8cca-4963-ae2e-77a4cadec379,Phúc Mai Đặng,653826751370,02/04/1978,0958923527,jane66@example.net,"8 Jane Khu
JaneThị xã, 516379",Huyết áp cao,11.91,Yến Nguyễn,25/02/2026
2294fa0a-8482-4c08-842c-65ad9883e9b1,Nam Vũ,222556201538,23/07/1965,0325742129,janenguyen@example.net,"075 John Khu
JohnQuận, 368691",Huyết áp cao,6.82,Vũ Hoàng,19/03/2026
bbf8da91-37a9-4824-aafa-4d5b91ae3d4c,Nhật Đặng,665236887654,11/01/2001,0765919612,janehoang@example.org,"961 Jane Tổ
JaneThành phố, 907812",Tiểu đường,8.13,Cô Dương Bùi,11/01/2026
51beba8e-0a8a-4b94-863d-fcd64e0648d0,Bà Phương Phạm,745875846962,17/03/1956,0947065225,buijane@example.net,"646 John Tổ
Thị xã JohnXã, 518582",Tim mạch,11.98,Vũ Bùi,08/04/2026
2160446e-b2a7-4475-8619-67736f3acf33,Quý cô Phương Phạm,259846223608,03/10/2001,0884510195,mhoang@example.net,"146 Hoàng Ngõ
Thị xã JaneHuyện, 465227",Tim mạch,4.17,Bà Linh Hoàng,08/05/2026
2b54500d-4e08-4bb4-8509-d55806326b36,Trọng Mai Hoàng,412791764366,16/03/1955,0856758639,onguyen@example.org,"1 John Làng
Huyện JohnHuyện, 827497",Tim mạch,7.18,Hạnh Dương,02/04/2026
bd717da3-3581-4632-94f5-df7005d2d205,Chị Vân Mai,659699137425,24/07/1970,0396520532,uhoang@example.org,"98 Jane Hẻm
Huyện JohnPhường, 747983",Tiểu đường,8.97,Hưng Dương,08/05/2026
637e3f94-110c-4d92-8222-305df1f71605,Quang Trần,025877338686,15/12/1937,0378050817,jane36@example.net,"Huyện JaneXã
387 John Làng, 655132",Tim mạch,9.28,Dũng Dương,18/03/2026
58c69158-04b4-4ac9-a831-7f0dbe9063fb,Quang Thế Phạm,417808973305,31/07/2003,0905231787,john46@example.org,"256 John Số
Thị xã JohnXã, 260169",Tiểu đường,8.82,Hạnh Tấn Dương,16/04/2026
2379c05f-a708-4280-b4ee-0b6721bbd183,Chị Thảo Mai,197786795011,07/10/1953,0817728522,ple@example.net,"881 Jane Hẻm
Huyện JaneThị xã, 418083",Khỏe mạnh,9.89,Bác Hoàng Phạm,21/01/2026
c32fc21b-06b4-4d27-af4b-8be821acfdb5,Trọng Hoàng,871205648157,14/10/1966,0742096403,johnnguyen@example.com,"897 Lê Số
JaneQuận, 271742",Tiểu đường,8.96,Chị Ngọc Bùi,03/01/2026
69bd40d8-f340-4dd3-8515-75b9ece9504b,Chị Vi Phạm,996334732283,11/05/1944,0349199818,janehoang@example.com,"660 Đặng Số
Thành phố JaneThị xã, 967182",Khỏe mạnh,3.73,Xuân Phạm,11/04/2026
